ORGANIZATION NAME,CONTACT JOB DEPARTMENTS,INDUSTRIES,HEADQUARTERS LOCATION,COUNTRY,DESCRIPTION,FOUNDED DATE,FOUNDED DATE PRECISION,FOUNDERS,NUMBER OF EMPLOYEES,FUNDING STATUS,LAST FUNDING DATE,LAST FUNDING TYPE,NUMBER OF INVESTMENTS,NUMBER OF EXITS,INDUSTRY GROUPS,IPO STATUS,IPO DATE,DELISTED DATE,DELISTED DATE PRECISION,MONEY RAISED AT IPO,MONEY RAISED AT IPO CURRENCY,MONEY RAISED AT IPO CURRENCY (IN USD),VALUATION AT IPO,VALUATION AT IPO CURRENCY,VALUATION AT IPO CURRENCY (IN USD),STOCK EXCHANGE,DIVERSITY SPOTLIGHT (US HEADQUARTERS ONLY),NUMBER OF DIVERSITY INVESTMENTS,TRANSACTION NAME,ACQUIRED BY,ANNOUNCED DATE,ANNOUNCED DATE PRECISION,PRICE,PRICE CURRENCY,PRICE CURRENCY (IN USD),LAST LEADERSHIP HIRING DATE,CB RANK (ORGANIZATION),CB RANK (COMPANY),CB RANK (SCHOOL),LAST LAYOFF MENTION DATE,HEADQUARTERS REGIONS,ESTIMATED REVENUE RANGE,OPERATING STATUS,WEBSITE,TWITTER,FACEBOOK,LINKEDIN,CONTACT EMAIL,PHONENUMBER,NUMBER OF ARTICLES,HUB TAGS,FULL DESCRIPTION,ACTIVELY HIRING,INVESTMENT STAGE,NUMBER OF FOUNDERS (ALUMNI),NUMBER OF FOUNDERS,NUMBER OF FUNDING ROUNDS,TOTAL FUNDING AMOUNT,TOTAL FUNDING AMOUNT CURRENCY,TOTAL FUNDING AMOUNT CURRENCY (IN USD),NUMBER OF ACQUISITIONS,STOCK SYMBOL,SIMILAR COMPANIES,SEMRUSH - MONTHLY VISITS,SEMRUSH - AVERAGE VISITS (6 MONTHS),SEMRUSH - VISIT DURATION,SEMRUSH - MONTHLY VISITS GROWTH,SEMRUSH - VISIT DURATION GROWTH,SEMRUSH - PAGE VIEWS / VISIT,SEMRUSH - PAGE VIEWS / VISIT GROWTH,SEMRUSH - BOUNCE RATE,SEMRUSH - BOUNCE RATE GROWTH,SEMRUSH - GLOBAL TRAFFIC RANK,SEMRUSH - MONTHLY RANK CHANGE (#),SEMRUSH - MONTHLY RANK GROWTH,ABERDEEN - IT SPEND,ABERDEEN - IT SPEND CURRENCY,ABERDEEN - IT SPEND CURRENCY (IN USD),IPQWERY - PATENTS GRANTED,IPQWERY - TRADEMARKS REGISTERED,IPQWERY - MOST POPULAR PATENT CLASS,IPQWERY - MOST POPULAR TRADEMARK CLASS,APPTOPIA - NUMBER OF APPS,APPTOPIA - DOWNLOADS LAST 30 DAYS,ORGANIZATION NAME,INDUSTRY LINKEDIN,WEBSITE,COMPANYLINKEDINURL,FACEBOOKURL,TWITTER URL,COMPANY STREET,COMPANY CITY,COMPANY STATE,COMPANY COUNTRY,COMPANY POSTAL CODE,COMPANY ADDRESS,KEYWORDS,COMPANY PHONE,SEO DESCRIPTION,TECHNOLOGIES,SIC CODES,SHORT DESCRIPTION
EVERTEC,"Engineering, Finance, Human Resources, Information Technology, Legal, Management, Marketing, Medical & Science, Operations, Pro Services, Product, Sales, Support","Financial Services, Information Technology, Management Information Systems, Service Industry","San Juan, San Juan, Argentina",Argentina,"EVERTEC, LLC a diversified company with a diverse offering for transaction processing services, merchant acquiring solutions and business",1/1/2004,year,,1.001 to 5.000,M&A,,,,,"Financial Services, Information Technology, Other",Public,4/12/2013,,,"505,263,180",USD,"505,263,180","1,581,000,000",USD,"1,581,000,000",NYSE - New York Stock Exchange,,,EVERTEC acquired by Apollo,Apollo,9/30/2010,day,,,,,"137,257","135,389",,,Latin America,$100M to $500M,Active,evertecinc.com,twitter.com/EVERTEC_Inc,facebook.com/Evertecinc,linkedin.com/company/evertec,customerservice@evertecinc.com,,36,,"EVERTEC, LLC a diversified company with a diverse offering for transaction processing services, merchant acquiring solutions and business solutions in the Caribbean and Latin America. They are one of the leading providers of application payments, cash processing, outsourcing of operational processes and information technology (IT) professional services in the regions they serve.",,,,,,,,,3,EVTC,3,"250,86","245,239.33",220,-0.23%,-35.48%,2.91,13.62%,38.48%,1.66%,"184,744",450,0.24%,,,,1,15,Computing; Calculating,Insurance; financial affairs,17,"10,923",EVERTEC,,,,,,,,,,,,,,,,,
Grupo BMG,"Engineering, Finance, Management, Marketing, Operations, Product",Internet,"Vila Nova, Sao Paulo, Brazil",Brazil,Bmg Group is a private business group that develops agribusiness.,1/1/1930,year,,501 to 1.000,IPO,,,,,Internet Services,Public,10/26/2019,,,"396,000,000",USD,"396,000,000","1,600,000,000",BRL,"399,540,528",B3 - Brazil Stock Exchange and OTC Market,,,,,,,,,,,"398,828","387,427",,,Latin America,$100M to $500M,Active,grupobmg.com.br,twitter.com/bmgbanco,facebook.com/bmgbanco,linkedin.com/company/grupobmg,,,4,,"Bmg Group is a holding company. They are producing energy, providing services, or investing in startups. It operates logistics for the export and import of frozen products. Their businesses include the development of urban commercial centers.",,,,,,,,,,BMGB4,1,426,,0,,,1,,1,,"7,258,296",,,,,,,,,,,,Grupo BMG,Government Administration,grupobmg.com.br,linkedin.com/company/grupobmg,,,1707 Avenida Álvares Cabral,Belo Horizonte,Minas Gerais,Brazil,30170-008,"1707 Avenida Álvares Cabral, Belo Horizonte, State of Minas Gerais, Brazil, 30170-008",,,"100% brasileiro, o Grupo Bmg é um grupo empresarial privado, adota uma gestão voltada para resultados, mas sem abrir mão dos valores como ousadia, ética e paixão pelo trabalho.","Outlook, Microsoft Office 365, Zendesk, Hostgator, Ruby On Rails, Ubuntu, Apache, Nginx, Mobile Friendly, Centro",,
Linx,"Finance, Information Technology, Marketing, Operations, Product, Sales","Food and Beverage, Management Information Systems, Oil and Gas, Pharmaceutical, Software","São Paulo, Sao Paulo, Brazil",Brazil,Linx Retail provides management software solutions for the retail market in Brazil and internationally through its subsidiaries.,1/1/1985,year,Nercio Fernandes,1.001 to 5.000,M&A,7/26/2011,Private Equity,,,"Energy, Food and Beverage, Health Care, Information Technology, Natural Resources, Software",Public,6/26/2019,,,"307,380,000",USD,"307,380,000","1,747,544,224",USD,"1,747,544,224",NYSE - New York Stock Exchange,,,Linx acquired by Stone Company,Stone Company,8/12/2020,day,"1,100,000,000",USD,"1,100,000,000",,"117,76","116,337",,,Latin America,$100M to $500M,Active,linx.com.br,twitter.com/linxretail,facebook.com/linxretail/,linkedin.com/company/linxretail/,comercial@linx.com.br,,7,,"Linx Retail provides management software solutions for the retail market in Brazil and internationally through its subsidiaries. It offers enterprise resource planning, and point of sale or point of service (POS) management software; and connectivity, electronic fund transfer, e-commerce, and customer relationship management solutions.  Linx Retail also provides telecommunication services, such as transmission of voice, data, image, and sound through services of network and circuit, telephony, and other systems that include the Internet. Moreover, it offers technical support, advisory, and training services. Further, the company provides online services; and cloud and online media platforms, as well as develops and sells POS, automation software, and electronic means of payment solutions, as well as promotion engine for retail chains in the principal Latin American markets.  Linx Retail offers its solutions to aesthetics and health, bookstores and gift shops, dealerships, drugstores, fashion and accessories, food service, gas stations and convenience stores, mega stores, perfumery and cosmetics, retail services, teaching and education, and telephony markets. LMI that began operation in 1985 became Linx in September 2004, with its headquarters in São Paulo in Brazil.",,,,1,1,,USD,,12,LINX,8,"91,716","163,241","1,057",-53.9%,44.4%,4.36,80.6%,43.37%,-31.41%,"379,673","161,121",73.72%,,,,,,,,6,,Linx,Information Technology & Services,linx.com.br,linkedin.com/company/linxretail,facebook.com/linxretail,twitter.com/linxretail,7203 Avenida Doutora Ruth Cardoso,São Paulo,São Paulo,Brazil,05425-070,"7203 Avenida Doutora Ruth Cardoso, São Paulo, State of São Paulo, Brazil, 05425-070","e-commerce, advertising, marketplaces, retail, information technology, consumer internet, internet, software de gestao para varejo, conectividade, tef, crm, rfid, nfce e sat, cloud services, ecommerce, mobilidade",551121032400,"Software de ERP e PDV especializado no varejo. Soluções de ponta a ponta para lojas, redes e franquias. Tenha a solução líder de mercado no seu negócio!","Route 53, Sendgrid, Outlook, Microsoft Azure Hosting, Backbone JS Library, StatusPage IO, CloudFlare, Zendesk, Jira, Atlassian Confluence, React Redux, Disqus, YouTube, Google Font API, Google Analytics, DoubleClick, Linkedin Marketing Solutions, Mobile Friendly, Vimeo, DoubleClick Conversion, Nginx, Shutterstock, Google Tag Manager, Google Dynamic Remarketing, reCAPTCHA, Bing Ads, Facebook Custom Audiences, Facebook Login (Connect), Facebook Widget, Bootstrap Framework, Hotjar","7372, 7372","With more than 30 years offering management software (ERP and POS), Linx specializes in retail and meets many different market needs. The Company offers specific solutions for gas stations and convenience stores, dealerships, food, fashion and accessories, optical shops, drugstores, supermarkets and hypermarkets, magazines, electronics, home decor, home centers, telephony, perfumery and cosmetics, bookstores and gift shops, retail services, aesthetics and health, vocational education and languages, and spas beauty salons, dry cleaners, among others."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"With over 2,800 employees at the head office in São Paulo (SP) and in own branches in the cities of Rio de Janeiro (RJ), Belo Horizonte (MG), Recife (PE), Porto Alegre (RS), Joinville (SC), Bauru (SP), Cascavel (PR), Bebedouro (SP), Blumenau (SC), Uberlândia (MG), Florianópolis (SC) and Manaus (AM), as well as representatives and franchises in other states, Linx serves today more than 39,000 customers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PagSeguro,"Engineering, Finance, Management, Marketing, Operations, Product, Sales","Apps, Financial Services, FinTech, Lending, Mobile Payments, Online Games, Peer to Peer, Point of Sale, Small and Medium Businesses, Software","São Paulo, Sao Paulo, Brazil",Brazil,PagSeguro is an online or mobile payment-based e-commerce service for commercial operations.,9/5/2006,day,Sergio Costa Faria,5.001 to 10.000,IPO,,,,,"Apps, Commerce and Shopping, Financial Services, Gaming, Mobile, Other, Payments, Software",Public,1/24/2018,,,"2,265,789,433",USD,"2,265,789,433","5,639,000,000",USD,"5,639,000,000",NYSE - New York Stock Exchange,,,,,,,,,,1/12/2022,"119,138","117,681",,,Latin America,$100M to $500M,Active,pagseguro.uol.com.br,twitter.com/pagseguro,facebook.com/pagseguro/,linkedin.com/company/pagseguro-uol/,,551130388127,21,,"PagSeguro provides financial technology solutions and services for micro-merchants and small and medium-sized businesses in Brazil and internationally. Its products and services include PagSeguro Ecosystem, an end-to-end digital ecosystem that operates as a closed loop where its clients are able to address their primary day to day financial needs that include receiving and spending funds and managing and growing their businesses; and Free PagSeguro digital account, which centralizes various cash-in options, functionalities, services, and cash-out options in a single ecosystem.  PagSeguro also acquires and sells point of sale (POS) devices and other products; and offers online gaming and cross-border digital services. Moreover, it offers functionalities, and value-added services and features such as purchase protection mechanisms, antifraud platform, account and business management tools, eWallet, and its POS app.  Furthermore, PagSeguro is involved in processing of back-office solutions that include sales reconciliation, and gateway solutions and services as well as the capture of credit cards with administrators and acquirers. Additionally, it engages in the in-person payment activities through POS devices; and issuance of prepaid cards to clients for spending or withdrawing account balances.  PagSeguro also provides online gaming and cross-border digital services and operates an online platform that facilitates peer-to-peer lending. It began operation on September 5, 2006, with its headquarters in São Paulo in Brazil as a subsidiary of Universo Online.",,,,1,,,,,2,PAGS,34,,,,,,,,,,,,,,,,,,,,10,"761,162",PagSeguro,,,,,,,,,,,,,,,,,
dLocal,"Engineering, Finance, Human Resources, Information Technology, Legal, Management, Marketing, Medical & Science, Operations, Pro Services, Product, Sales, Support","E-Commerce, Financial Services, FinTech, Payments","Montevideo, NA - Uruguay, Uruguay",Uruguay,DLocal is a cross-border payment processor that connects global merchants to emerging markets.,1/1/2016,day,"Sebastian Kanovich, Sergio Fogel",251 to 500,IPO,4/2/2021,Venture - Series Unknown,,,"Commerce and Shopping, Financial Services, Payments",Public,6/2/2021,,,"617,650,000",USD,"617,650,000","6,060,000,000",USD,"6,060,000,000",NASDAQ,,,,,,,,,,8/15/2023,419,416,,,Latin America,$100M to $500M,Active,dlocal.com,twitter.com/dLocalPayments,,linkedin.com/company/dlocal,marketing@dlocal.com,,136,Exited Unicorn,"dLocal is a 360 payments technology platform used to handle mass online payments in emerging markets across Africa, Asia, and Latin America. The company's payment platform helps enterprises and eCommerces worldwide to reach billions of customers, accept payments, send payouts, and settle funds globally in more than 40 countries all over the world.  By operating as the payments processor and merchant of record in each market, dLocal is making it simple for all kinds of online companies to reach 2 billion digitally savvy consumers in today’s fastest-growing markets. Over 450 global eCommerce merchants, online travel providers, and marketplaces rely on dLocal to accept more than 300 locally-relevant payment methods including local credit and debit cards, bank transfers, eWallets, and cash payments, as well as issue millions of payments to their contractors, agents, and sellers in growth markets around the world.  dLocal spun off from AstroPay in January 2016.",,,,2,4,"357,000,000",USD,"357,000,000",,DLO,4,"7,968,282","9,021,760.33",458,-23.54%,-8.76%,1.64,3.32%,69.04%,-5.68%,"12,26","3,023",32.73%,,,,,,,,,,dLocal,Financial Services,dlocal.com,linkedin.com/company/dlocal,facebook.com/dlocal360payments/,twitter.com/dlocalpayments,1235 Doctor Luis Bonavita,Montevideo,Montevideo Department,Uruguay,11600,"1235 Doctor Luis Bonavita, Montevideo, Montevideo Department, Uruguay, 11600","payment processing, emerging markets, latin america, brazil, alternative payment methods, online payment services, online payment system, payment service provider payins & payouts, merchant services, technology, argentina, chile, colombia, peru, mexico, china, india, morocco, egypt, growth markets, ecommerce payments, turkey, asia, africa, payins, payouts, card issuing, fx management, payment gateway, marketplaces",558005750085,dLocal powers local payments connecting merchants with billions of emerging market consumers through one single API.,"Route 53, Amazon SES, Mailchimp Mandrill, MailJet, Gmail, Google Apps, MailChimp SPF, CloudFlare, WP Engine, GetResponse, Atlassian Cloud, Hubspot, Google Dynamic Remarketing, Google Analytics, Facebook Custom Audiences, Google Maps, Twitter Advertising, Lever, Hotjar, WordPress.org, Mobile Friendly, Facebook Login (Connect), Google Font API, New Relic, DoubleClick, Facebook Widget, Visual Website Optimizer, Google Custom Search, Linkedin Marketing Solutions, DoubleClick Conversion, LiveRamp, Google Tag Manager, YouTube",,"dLocal started with one goal – to close the payments innovation gap between global enterprise companies, and customers in emerging economies. We have over 900 payment methods, in more than 40 countries."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"With the ability to accept local payment methods and facilitate cross-border fund settlement worldwide, our merchants reach billions of underserved consumers in the high-growth markets of Africa, Asia, and Latin America. dLocal offers the ideal payment solutions for global commerce:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payins: Accept local payment methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payouts: Compliantly send funds cross-border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defense Suite: Manage fraud effectively,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dLocal for Platforms: Unify your platform's payment solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Local Issuing: Localize payments for your gig-economy workers, suppliers, and partners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nubank,"Engineering, Finance, Human Resources, Legal, Management, Marketing, Medical & Science, Operations, Pro Services, Product, Sales, Support","Banking, Credit Cards, Financial Services, FinTech","São Paulo, Sao Paulo, Brazil",Brazil,"Nubank is a digital bank that offers digital credit cards, transfers, and payments.",5/6/2013,day,"Cristina Junqueira, David Vélez, Edward Wible",5.001 to 10.000,IPO,1/17/2023,Post-IPO Debt,7,,"Financial Services, Lending and Investments, Payments",Public,12/9/2021,,,"2,600,000,000",USD,"2,600,000,000","41,000,000,000",USD,"41,000,000,000",NYSE - New York Stock Exchange,,,,,,,,,,,189,188,3,,Latin America,$500M to $1B,Active,nubank.com.br,twitter.com/nubank,facebook.com/nubank,linkedin.com/company/nubank,press@nubank.com.br,558005912117,356,Exited Unicorn,"Nubank issues, administrate processes, and transfers payments related to post-paid credit cards and equity investment in other entities. It serves clients in Brazil. The company launched its proprietary loyalty rewards program (""Nubank Rewards""), as well as a digital account (""NuConta"") that is already used by more than 17 million people. Cristina Junqueira, David Velez, and Edward Wible founded EO2 Solucoes de Pagamento on May 6, 2013, which became Nubank in on June 25, 2013. It has its headquarters in São Paulo in Brazil.",Yes,,,3,15,"4,057,602,393",USD,"4,057,602,393",6,NU,11,"19,692,271","17,478,721",572,-2.92%,-1.89%,2.34,49.67%,66.49%,-11.79%,"5,336",335,6.7%,,,,1,0,Bookbinding; Albums; Files; Special Printed Matter,,2,"5,254,313",Nubank,Financial Services,nubank.com.br,linkedin.com/company/nubank,facebook.com/nubank,twitter.com/nubank,39 Rua Capote Valente,São Paulo,São Paulo,Brazil,05409-000,"39 Rua Capote Valente, São Paulo, State of São Paulo, Brazil, 05409-000","financial services, finance",558008870463,"Desafiamos la complejidad de los servicios financieros a través de la tecnología y una experiencia simple, humana y transparente. Sé uno de los primeros en tener la tarjeta de crédito Nu.","Route 53, Gmail, Google Apps, Microsoft Office 365, Amazon AWS, MailChimp SPF, Amplitude, Greenhouse.io, VueJS, Atlassian Cloud, Angular JS v1, GitHub Hosting, Zendesk, React, Mobile Friendly, Wordpress.com, Facebook Widget, AngularJS, Google Analytics Ecommerce Tracking, Bing Ads, DoubleClick Conversion, iTunes, JQuery 2.1.1, Navegg, Hotjar, Typekit, YouTube, DoubleClick, Facebook Custom Audiences, Ruby On Rails, Twitter Advertising, WordPress.org, Google Play, reCAPTCHA, Facebook Login (Connect), Yahoo Analytics, Nginx, Teads, Google Analytics, Yahoo Ad Manager Plus, Google Tag Manager, Google Dynamic Remarketing, Kenshoo, Parse.ly, Android, Python, , Gusto",6199,Nu was born in 2013 with the mission to fight complexity to empower people in their daily lives by reinventing financial services.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We are one of the world's largest digital banking platforms, serving more than 80 million customers across Brazil, Mexico, and Colombia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As one of the leading technology companies in the world, Nu leverages proprietary technologies and innovative business practices to create new financial solutions and experiences for individuals and SMEs that are simple, intuitive, convenient, low-cost, empowering, and human.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guided by its mission, Nu is fostering access to financial services across Latin America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Li3 Energy,,"Energy, Mineral, Mining, Mining Technology","Stio Pedro S. Lima, Sao Paulo, Brazil",Brazil,"Li3 Energy, Inc. is an early stage, U.S. public company currently pursuing a business strategy in the lithium mining and energy sector in",1/1/2009,year,Luis Saenz,10 to 250,M&A,,,,,"Energy, Natural Resources",Delisted,12/4/2009,10/2/2017,day,,,,,,,OTCQB,,,Li3 Energy acquired by Bearing Lithium,Bearing Lithium,10/2/2017,day,,,,,"610,335","593,256",,,Latin America,,Active,li3energy.com,twitter.com/Li3_Energy,,linkedin.com/company/li3-energy-inc-,info@li3energy.com,555112121880,2,,"Li3 Energy, Inc. is a South American-based exploration company in the lithium and potassium mining sector. Our common stock is currently quoted on the OTCQB under the ticker LIEG. We aim to acquire and develop lithium and potassium brine deposits in South America and beyond.   Currently, we are focused on further exploring, developing and commercializing our flagship ""Maricunga Project"", which consists of two adjacent properties: i) 60% controlling interest in SLM Litio 1-6 (1,438 hectares), and ii) the Cocina Mining Concessions (450 hectares) acquired in April 2013. The project is fully funded until all construction permits are obtained due to our partnership with BBL. We currently hold 49% of the project, which is located in the northeast section of the Salar de Maricunga in Region III of Atacama in Northern Chile and is the second largest lithium-bearing salt brine deposit in Chile. We are one of the only companies with an advanced exploration stage lithium and potassium project within this region.",,,,1,,,,,1,LIEG,3,,,,,,,,,,,,,,,,,,,,,,Li3 Energy,,,,,,,,,,,,,,,,,
Brasil Brokers,,Real Estate,"Rio De Janeiro, Rio de Janeiro, Brazil",Brazil,Brasil Brokers is a real estate company.,1/16/2007,day,,1.001 to 5.000,IPO,,,,,Real Estate,Delisted,6/1/2006,3/9/2022,day,,,,,,,B3 - Brazil Stock Exchange and OTC Market,,,,,,,,,,,"685,111","666,343",,,Latin America,$10M to $50M,Active,brasilbrokers.com.br,twitter.com/BrasilBrokersSP,facebook.com/andrezabrokers/,linkedin.com/company/brasil-brokers/,,552121121013,2,,,,,,,,,,,,BBRK3,4,"20,57","27,905.17","1,025",-21.74%,32.43%,2,-24.83%,74.19%,-7.68%,"1,061,175","149,487",16.4%,,,,,,,,1,,Brasil Brokers,Real Estate,brasilbrokers.com.br,linkedin.com/company/somosnexpe,facebook.com/brasilbrokersoficial/,twitter.com/BrasilBrokersEt,230 Avenida Luís Carlos Prestes,Rio de Janeiro,Rio de Janeiro,Brazil,22775-055,"230 Avenida Luís Carlos Prestes, Rio de Janeiro, State of Rio de Janeiro, Brazil, 22775-055","real state, consultoria imobiliaria, intermediacao, consultoria, financiamento de imoveis",551138889200,"Encontre seu imóvel para venda na Brasil Brokers, Consultoria Imobiliária com foco no Estado do Rio de Janeiro. Encontre seu imóvel aqui!","Route 53, Outlook, Amazon AWS, Google Dynamic Remarketing, Google Maps, reCAPTCHA, Facebook Login (Connect), Facebook Custom Audiences, DoubleClick, DoubleClick Conversion, AddThis, Facebook Widget, Google Font API, Nginx, Mobile Friendly, Google Analytics, Apache, Google Maps (Non Paid Users), Linkedin Marketing Solutions, Clicky, MouseFlow, Google Tag Manager, WordPress.org, Ubuntu, Incapsula, Remote",,.
Gafisa,"Information Technology, Operations, Sales","Construction, Real Estate, Residential","São Paulo, Sao Paulo, Brazil",Brazil,"Gafisa is one of the country’s leading homebuilders, operating throughout Brazil and specializing in high-quality residential projects.",1/1/1954,year,,1.001 to 5.000,IPO,,,,,Real Estate,Public,3/16/2007,,,"389,500,000",USD,"389,500,000",,,,NYSE - New York Stock Exchange,,,,,,,,,,2/1/2023,"588,69","571,968",,,Latin America,,Active,gafisa.com.br,twitter.com/Gafisa,facebook.com/gafisa,linkedin.com/company/gafisa,,,21,,"Gafisa is the country’s leading homebuilders, operating throughout Brazil and specializing in high-quality residential projects for all income segments.  Over the last few decades, They have been recognized by several real estate publications as one of the largest homebuilder in Brazil.",,,,,,,,,,GFA,3,,,,,,,,,,,,,,,,,,,,,,Gafisa,Construction,gafisa.com.br,linkedin.com/company/gafisa,facebook.com/gafisa,twitter.com/gafisa,8501 Avenida das Nações Unidas,São Paulo,São Paulo,Brazil,05425-070,"8501 Avenida das Nações Unidas, São Paulo, State of São Paulo, Brazil, 05425-070",construction incorporation real state houses apartments flats buildings,551130259000,Uma das maiores e mais respeitadas incorporadoras e construtoras do país. Conheça nossos apartamentos e salas comerciais. Clique!,"UltraDns, Outlook, Microsoft Office 365, Amazon AWS, Cloudflare DNS, CloudFlare Hosting, Adobe Marketing Cloud, SharpSpring, Hubspot, Ubuntu, DoubleClick Conversion, Google Font API, YouTube, Facebook Widget, Google Dynamic Remarketing, Perfect Audience, Apache, WordPress.org, Facebook Login (Connect), reCAPTCHA, Google Tag Manager, Mobile Friendly, Hotjar, DoubleClick, Facebook Custom Audiences, Google Analytics",,"Criamos soluções imobiliárias integradas que transformam vidas e cidades. Há 69 anos, unimos solidez, inovação e qualidade para oferecer uma experiência única!"
